Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
Hanging with those cats everyday would be a great life to have,,12,5,0,0,0.0,0
Man goes to click baity video hovers over the dislike and then,,12,6,0,0,0.0,0
what happens next will shock you,,6,2,0,0,0.0,0
I thought the panther was inside a glass cage while the man was on the outside,,16,7,0,0,0.0,0
watched when there where exactly 19840000 views,,7,4,0,0,0.0,0
039 was soooo cute,,4,3,0,0,0.0,0
The King Of Wakanda attacked him,,6,5,0,0,0.0,0
Im going to sneak up on daddy and scare him,,10,5,0,0,0.0,0
Did anyone else think there was glass there,,8,2,0,0,0.0,0
It was really going to attack him till it saw his face *Never Turn Your Back on Big Cats*,,19,11,0,0,0.0,0
Meanwhile the head of the sanctuary is sipping tea surrounded by precious big cats,,14,9,0,0,0.0,0
Panther sneaks up behind man and then  I paused the video disliked it for stooping to using clickbait and was glad I have AdBlock,,25,13,0,0,0.0,0
These animals have to have been brought up from tiny cubs and treated by this man very well fed well and not hurt and they would know nothing else except the fact that this man does not hurt them even as they grow in captivity they dont mature This is the theory of how dogs became mans close companion over thousands of years the wolf that became mans dog never fully matured to a wild hunting animal  where as the wild wolves untamed had to be deadly and fend for themselves and were not tamed to a point where they could live quietly and safely with people These animals the cats have to be brought up form cubs  if you were capapble of taming a full grown lion  lets say that was one oR two years old THAT IS SAYING REMEMBER THAT YOU COULD TAME ONE ENOUGH TO INTERACT WITH YOU you would never ever know if a wild streak came into that big cat just once for a second what it might do So I dont think there is much to worry about with danger under the circumstance this fellow has with his family of cats raised from tiny cubs But I wouldnt step into any caged off area with a wild animal that had grown up wild to start with and someone thought theyd tamed it No they havent And Ive seen a clip of a keeper in South Africa in a big cat enclosure  get attacked and by a full grown male Lion  it only went for a half a minute  but I would think that that man is dead they cut the tape off quickly,,285,130,0,0,0.0,0
CNN complains we need to save the giant cats CNN complains that guy is helping giant cats too much,,19,11,0,0,0.0,0
Only special people have this relationship with big cats or other animals Noone else should try this You know if you are a person who truly understands animals and if animals confide in you Otherwise you are not  you are just a regular person  and should leave animals alone  or at least leave animals out of your league alone None animal people usually arent even good pet owners and they definitely cant handle something like this,,79,34,0,0,0.0,0
The Kardashians are a bad influence to young girls everywhere They wont be missed,,14,8,0,0,0.0,0
149 Reminds me of school Theyre all out but still hanging with their kind,,14,6,0,0,0.0,0
This is gonna turn into a Grizzly Adams moment,,9,6,0,0,0.0,0
I dont think the Lions woulda tried to eat the Kardashian cause they eat meat not plastic,,17,9,0,0,0.0,0
That title can literally mean anything *Panther sneaks up behind man and then Surprise Buttsecks* *Panther sneaks up behind man and then Caresses his inner thigh* *Panther sneaks up behind man and then Rape*,,34,18,0,0,0.0,0
click bait,,2,2,0,0,0.0,0
Man Im just standing here minding my own busine Panther I NEVA FREEZE *pounce*,,14,10,0,0,0.0,0
Who needs a guard dog when you have a lion,,10,4,0,0,0.0,0
They are rescued not pets Get your facts right ,,10,6,0,0,0.0,0
i dont know why people are complaining about him having them there 1 they are safe  2 some of them are endangered 3 id love one,,27,10,0,0,0.0,0
well he has money they are being taken care of really well what chances these big cats in the wild when human population growing n destroying their habitat n hunting their head n skin in black market while this man IS SAVING THEM if he dies then he dies martyr for saving big cats kind for the best he could,,60,30,0,0,0.0,0
Why does this reporter sound like my passive aggressive grandmother,,10,6,0,0,0.0,0
Bucky Vs Tchalla be like  Marvel fans will understand ,,11,9,0,0,0.0,0
He let a wild animal in there with those innocent cats though Exposing animals to Kardashians is definitely abuse,,19,10,0,0,0.0,0
May be Im wrong One of the Dontsnever when handling big cats is never turn your back at them,,19,9,0,0,0.0,0
Maybe you should just come back sister This had me dead,,11,4,0,0,0.0,0
Aaawwwww I thought that panther was gonna eat him,,9,6,0,0,0.0,0
Why cant anyone pronounce jaguar right mahfks saying jagwire,,9,6,0,0,0.0,0
Leave it to CNN to ruin a good thing,,9,5,0,0,0.0,0
It is Black Panther The king of Wakanda,,8,6,0,0,0.0,0
Panther approaches and starts attacking the guy and zookeeper goes like Whoa thats the wrong pantherOOPS,,16,9,0,0,0.0,0
I asked for a cub every year for Christmas as a child Never got one I love these beautiful felines,,20,11,0,0,0.0,0
Until one of them snaps,,5,2,0,0,0.0,0
So this dude operates and animal sanctuary rescues animals tames them develops relationships wit them then gets criticized Seriously Does CNN even do research Also this isnt a bad message this is a man whos developed relationships Its not like this motivated anyone to go to Africa or Asia find a big cat and thinks they will be best buds No You CNN people are stupid,,66,38,0,0,0.0,0
Hopefully nothing happens to him but good job bro I love cats big and small,,15,9,0,0,0.0,0
I would love to see Roy Horns of Siegfried and Roy comments on this guy,,15,8,0,0,0.0,0
Big kitty wanted to sharpen his claws on a Kardouchian booty,,11,7,0,0,0.0,0
Elder carpet cat while testing limitation next prosecution occur yours development brand,,12,9,0,0,0.0,0
This man has made it his lifes mission to rescue big cats from appalling conditions that would make any person cry if they would see how those poor animals were treated In many cases if he doesnt rescue them they will die a slow and agonizing death With habitat destruction and humans expanding into their living spaces and being poached for their fur etc We stand to see big cats go extinct in a couple decades So instead of bitching and whining about the fact that he actually does something and give a crap about these animals why dont you go do something productive CNN Fake news outlet,crap,108,51,1,0.009259259259259259,0.0196078431372549,1
Clickbait,,1,1,0,0,0.0,0
You can only keep them until just before they grow fully,,11,3,0,0,0.0,0
CNN is doing clickbait titles now,,6,3,0,0,0.0,0
I agree These cats cannot be fully trusted Same as atomic Kavanaugh,,12,9,0,0,0.0,0
CNN  Crazy News Network,,5,5,0,0,0.0,0
This guy will end up mauled and shreddeddont worry,,9,6,0,0,0.0,0
Being an ardent cat lover I AM FREAKIN JEALOUS Good vid,,11,10,0,0,0.0,0
When you recgonize the King of Wakanda TChalla,,8,5,0,0,0.0,0
CNN is the worst news network ever,,7,4,0,0,0.0,0
This guy will be like the Grizzly Bear dude someday NOT smart,,12,9,0,0,0.0,0
*WAKANDA FOREVER*,,2,2,0,0,0.0,0
CNN Aww that fake news DT vc If we dont like it We spin it then spot light it,,19,12,0,0,0.0,0
Ill happily risk getting eaten if my job included running with these beautiful animals all day long,day,17,11,1,0.058823529411764705,0.09090909090909091,1
Maybe CNN doesnt know YouTube etiquette but they should have linked to his videos and social media in the description after using his story and footage for clickbait,,28,13,0,0,0.0,0
Jag wire You Americans and your bastardisation of the English language,,11,7,0,0,0.0,0
honestly i really love big cats once i got the opportunity to pet a tiger at a zoo it was just the sweetest thing,,24,10,0,0,0.0,0
That panther is beautiful i luv the shape of them especially when they crouch down like that really sleek and their eyes magnificent creatures,,24,10,0,0,0.0,0
2 acres is not enough Save some pudu deers,,9,5,0,0,0.0,0
Why couldntit have at least killed one of the Kardashians,,10,4,0,0,0.0,0
The Grizzly Man thought those bears loved him too But animals are just animals They can do nothing good or bad they just do what animals do,,27,13,0,0,0.0,0
Everything is a problem a lot of you are just vex that youre not the ones doing what he doesjust let it be gopapabear bjwt,,25,7,0,0,0.0,0
Someone forgot the E Its MOOSE,,6,5,0,0,0.0,0
oh Kardashians even wild animals not like them lol,,9,4,0,0,0.0,0
When you need to take the throne of Wakanda back,,10,3,0,0,0.0,0
Hes fine hes doing an amazing thing leave him be God bless ur doing a wonderful thing,,17,10,0,0,0.0,0
I hate when people are like oh well big cats are dangerous they cant be trusted  well realy they arent much different from our pets today DogsCats,,28,15,0,0,0.0,0
Sound like the Global Federation mad he can do some ish they cant do,,14,6,0,0,0.0,0
It would have been great if Chole Kardashian caught a tiger claw in the but cheek,,16,8,0,0,0.0,0
You can see trust and friendliness by looking at the cats eyes When they slowly blink while looking at someone they trust them They close their eyes and know you wont sneak up and attack showing trust in you,,39,16,0,0,0.0,0
I love this manGod bless him,,6,4,0,0,0.0,0
Panther be all like My name is TChalla king of Wakanda,,11,5,0,0,0.0,0
keep up the good work just always watch ur six with big cats but cheers better then in a zoo behind glass walls for life,,25,12,0,0,0.0,0
The Black Panther 2 trailer is looking awesome,,8,6,0,0,0.0,0
I WANT A JAGUAR,,4,4,0,0,0.0,0
Basically just dont be stupidbecause the animals pay the price for human stupidity harambe,,14,9,0,0,0.0,0
This is way to black panther Tchallawhat are you talking about i never freeze,,14,6,0,0,0.0,0
let me just watch THE *VIDEO*,,6,3,0,0,0.0,0
He can behave that way with those big cats because they recognize him as someone they can trust their savior and as part of the pack so to say So if the message received is that people can domesticate big cats then those people are moron This simply show he has a way with the big cats but at the same time he understand that they are in no means domesticated This can be shown when Kardashian visited the sanctuary He didnt leave her alone he knew she wasnt save to be left alone He understand that without his presence there the lioness would have mauled her So him saying nothing will happen is because he have faith that the cats wont attack with him there This is because unlike the guy Kardashian is invading their territory their sanctuary and shes as good as a prey Only the guys presence and the cats trust that he wont do anything to harm them that they allowed her to come close,pack,169,61,1,0.005917159763313609,0.01639344262295082,1
This is Wakanda we got Vibranium,,6,3,0,0,0.0,0
It should have mauled Khloe Kardashian,,6,4,0,0,0.0,0
like a disaster waiting to happenthese wild  ferocious  unpredictable cats are too overpopulated in the world  need to be controlled by humans,,25,13,0,0,0.0,0
He has a love and a special ability The animals looked very well cared for He KNOWS what he is doing Leave him alone CNN,,25,13,0,0,0.0,0
I hate CNN for one reason they only speak the negative of things I never heard the positive threw things,,20,12,0,0,0.0,0
Og gees i think all involved know the risks Maybe fix your own back yard first,,16,6,0,0,0.0,0
Cnn clickbaits And its fake news,,6,5,0,0,0.0,0
Its going to put a smile on your face,,9,4,0,0,0.0,0
Its not safe to handle big cats unless you know how to Lol,,13,6,0,0,0.0,0
Well guess everyone needs to stop driving because thats also an accident waiting to happen,,15,6,0,0,0.0,0
And today in Retail rescues,,5,4,0,0,0.0,0
CNN fake news,,3,3,0,0,0.0,0
Clickbait clickbait click bait  in the worst traditions of youtube  Clickbait,,13,10,0,0,0.0,0
Esquea o almoo deles pra se eles no vc no jantar No d pra confiar,se,15,11,1,0.06666666666666667,0.09090909090909091,1
Panther sneaks up behind man and then CLICKBAITS,,8,4,0,0,0.0,0
Omgmy spiritual guidethe black pantherwonderful,,5,5,0,0,0.0,0
If your dumb enough to do this thats your lack of judgement not his Your fault NOBODY elses I LOVE THIS but Im not doing it,,26,12,0,0,0.0,0
Til they eat him up,,5,2,0,0,0.0,0
Im convinced any animal given all its needs mixed with love responds in kind,,14,7,0,0,0.0,0
He posts ALL the time saying that these animals arent to be played with and he separates himself when they become adults a lot He posts of the dangers and why what hes doing isnt the safest by any means CNN trying to start shit to sell a story,shit,49,19,1,0.02040816326530612,0.05263157894736842,1
